file	obj	time	gap	objs	times	gaps	iters
../output/wireless-3-1200/sdrdp_wireless_200_0.15_8.txt.out	14	82.7786	0.0	[31.0, 27.0, 21.0, 20.0, 18.0, 17.0, 15.0, 14.0]	[0.059536, 0.455932, 0.650645, 4.87159, 6.896624, 6.940872, 7.320348, 82.004066]	[71.423562, 59.766832, 48.137361, 41.40191, 34.141291, 30.267249, 20.404132, 7.686783]	[601, 1959, 2104, 25298, 36789, 37121, 39835, 750919]
../output/wireless-3-1200/sdrdp_wireless_200_0.15_9.txt.out	11	12.0692	0.0	[26.0, 21.0, 17.0, 16.0, 15.0, 14.0, 13.0, 12.0, 11.0]	[0.073303, 0.39429, 1.366721, 1.956774, 2.341793, 8.83647, 8.985028, 9.704545, 12.067316]	[73.076923, 57.943326, 42.444073, 38.111608, 33.92563, 26.104576, 20.303938, 12.981891, 0.0]	[615, 2227, 5352, 12428, 16469, 53613, 54951, 61513, 83082]
../output/wireless-3-1200/sdrdp_wireless_200_0.1_0.txt.out	36	32.2637	0.0	[59.0, 50.0, 47.0, 39.0, 38.0, 37.0, 36.0]	[0.047641, 0.264697, 0.372287, 0.476656, 0.716763, 1.004346, 1.750153]	[59.745763, 40.483748, 35.408514, 21.210218, 18.196678, 15.698164, 13.298496]	[679, 2129, 2601, 3121, 4031, 4418, 15960]
../output/wireless-3-1200/sdrdp_wireless_200_0.1_1.txt.out	41	18.2553	0.0	[62.0, 50.0, 46.0, 44.0, 42.0, 41.0]	[0.04904, 0.141888, 1.048806, 1.189959, 1.421742, 5.047651]	[53.326613, 35.591837, 19.527765, 15.852101, 11.246531, 7.243652]	[644, 1081, 8068, 9477, 11064, 41208]
../output/wireless-3-1200/sdrdp_wireless_200_0.1_2.txt.out	42	5.81849	0.0	[54.0, 46.0, 45.0, 44.0, 43.0, 42.0]	[0.054456, 0.345975, 0.746986, 0.959662, 3.725125, 5.67253]	[38.888889, 17.016929, 14.412073, 11.848731, 7.293195, 3.089497]	[464, 2146, 5126, 8043, 21348, 48838]
../output/wireless-3-1200/sdrdp_wireless_200_0.1_3.txt.out	43	8.40081	0.0	[66.0, 50.0, 49.0, 48.0, 46.0, 45.0, 44.0, 43.0]	[0.048387, 0.156913, 0.33306, 1.236926, 1.963337, 2.22782, 7.684383, 8.086987]	[53.030303, 32.15071, 23.125664, 16.738907, 12.806715, 10.822574, 5.668025, 3.008147]	[648, 1370, 2821, 6969, 16785, 19433, 50690, 56329]
../output/wireless-3-1200/sdrdp_wireless_200_0.1_4.txt.out	45	29.1233	0.0	[56.0, 53.0, 47.0, 46.0, 45.0]	[0.058658, 0.846361, 1.016765, 1.020146, 29.122391]	[42.410714, 21.496111, 11.427891, 9.502411, 0.0]	[621, 4276, 6632, 6665, 447088]
../output/wireless-3-1200/sdrdp_wireless_200_0.1_5.txt.out	42	46.3621	0.0	[61.0, 58.0, 52.0, 47.0, 44.0, 43.0, 42.0]	[0.042271, 0.306877, 0.365761, 0.930834, 1.321858, 1.418176, 7.230482]	[55.874317, 40.722128, 32.879424, 16.817126, 10.974564, 8.894368, 5.091551]	[633, 2553, 2941, 5693, 13156, 14488, 72618]
../output/wireless-3-1200/sdrdp_wireless_200_0.1_6.txt.out	39	4.48171	0.0	[50.0, 48.0, 47.0, 44.0, 42.0, 41.0, 40.0, 39.0]	[0.041193, 0.393185, 0.799778, 0.873932, 0.95092, 1.06958, 1.226604, 4.480127]	[39.75, 23.550449, 20.044068, 14.497151, 10.425587, 8.14302, 5.5073, 0.0]	[567, 2775, 4173, 5194, 6751, 8443, 11460, 79634]
../output/wireless-3-1200/sdrdp_wireless_200_0.1_7.txt.out	34	1.48498	0.0	[49.0, 42.0, 38.0, 34.0]	[0.050733, 0.163099, 0.333181, 0.364244]	[50.437318, 32.469444, 18.652566, 8.697237]	[649, 1332, 2568, 2778]
